,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Title,Website,Writer,Year,imdbID,imdbRating,imdbVotes,movie_id,totalSeasons
1273,"Dennis Quaid, John Hannah, Jeremy Irons, Bradley Cooper",1 win & 3 nominations.,11434867,USA,24-Dec-12,"Brian Klugman, Lee Sternthal","Drama, Mystery, Romance","English, French",37.0,A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.,https://m.media-amazon.com/images/M/MV5BMTM2NjgyMjI3OV5BMl5BanBnXkFtZTcwMDkxMjIyOA@@._V1_SX300.jpg,CBS Films,PG-13,7-Sep-12,TRUE,23,102,The Words,http://www.thewordsmovie.com,"Brian Klugman, Lee Sternthal",2012,tt1840417,7.1,67424,1274,-1.0
1274,"FranÌ¤ois Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot",Nominated for 1 Golden Globe. Another 35 wins & 39 nominations.,13179837,France,5-Mar-13,"Olivier Nakache, Ìäric Toledano","Biography, Comedy, Drama","French, English",57.0,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_SX300.jpg,The Weinstein Company,R,2-Nov-11,TRUE,75,112,The Intouchables,http://weinsteinco.com/sites/the-intouchables/,"Olivier Nakache, Philippe Pozzo di Borgo (adapted from his autobiographical tale Le Second Souffle), Ìäric Toledano",2011,tt1675434,8.5,632112,1275,-1.0
1275,"Victoria Justice, Jackson Nicoll, Chelsea Handler, Josh Pence",-1,9402410,USA,19-Feb-13,Josh Schwartz,"Adventure, Comedy",English,37.0,"Wren's Halloween plans go awry when she's made to babysit her brother, who disappears into a sea of trick-or-treaters. With her best friend and two nerds at her side, she needs to find her brother before her mom finds out he's missing.",https://m.media-amazon.com/images/M/MV5BMjI1NDgyMjI4OV5BMl5BanBnXkFtZTcwNTg3MzM0OA@@._V1_SX300.jpg,Paramount Pictures,PG-13,26-Oct-12,TRUE,25,86,Fun Size,http://www.paramount.com/funsize/,Max Werner,2012,tt1663143,5.4,12450,1276,-1.0
1276,"Jack Black, Shirley MacLaine, Matthew McConaughey, Brady Coleman",Nominated for 1 Golden Globe. Another 10 wins & 18 nominations.,5900000,USA,21-Aug-12,Richard Linklater,"Biography, Comedy, Crime",English,75.0,"In small-town Texas, an affable mortician strikes up a friendship with a wealthy widow, though when she starts to become controlling, he goes to great lengths to separate himself from her grasp.",https://m.media-amazon.com/images/M/MV5BMTk2NDEwODU5M15BMl5BanBnXkFtZTcwNDMwNzc0Nw@@._V1_SX300.jpg,Millenium Entertainment,PG-13,22-Jun-12,TRUE,88,104,Bernie,http://bernie-the-movie.com/,"Skip Hollandsworth (based on the article in Texas Monthly by), Richard Linklater (screenplay), Skip Hollandsworth (screenplay)",2011,tt1704573,6.8,52346,1277,-1.0
1277,-1,-1,-1,USA,-1,-1,"Documentary, Short",English,-1.0,Writer Paul Torday talks about developing the story behind the movie Salmon Fishing in the Yemen (2011).,-1,-1,-1,17-Jul-12,TRUE,-1,3,Salmon Fishing in the Yemen: The Fisherman in the Middle East,-1,-1,2012,tt2574518,6.7,7,1278,-1.0
1278,"Richard Gere, Susan Sarandon, Tim Roth, Brit Marling",Nominated for 1 Golden Globe. Another 4 wins & 4 nominations.,7918283,"USA, Poland",21-Dec-12,Nicholas Jarecki,"Drama, Thriller",English,73.0,A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.,https://m.media-amazon.com/images/M/MV5BODU5ODYyNzM1MF5BMl5BanBnXkFtZTcwNDEwNTQwOA@@._V1_SX300.jpg,Roadside Attractions,R,14-Sep-12,TRUE,87,107,Arbitrage,http://www.arbitrage-film.com/,Nicholas Jarecki,2012,tt1764183,6.6,45727,1279,-1.0
1279,"Matt Damon, Benjamin Sheeler, Terry Kinney, Carla Bianco",3 wins & 6 nominations.,7600000,"USA, United Arab Emirates",23-Apr-13,Gus Van Sant,Drama,English,55.0,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources.",https://m.media-amazon.com/images/M/MV5BMTQxNDYzNzgyOF5BMl5BanBnXkFtZTcwNTU0NTI1OA@@._V1_SX300.jpg,Focus Features,R,4-Jan-13,TRUE,52,106,Promised Land,http://focusfeatures.com/promised_land,"John Krasinski (screenplay), Matt Damon (screenplay), Dave Eggers (story)",2012,tt2091473,6.6,33631,1280,-1.0
1280,"Adam Scott, Jennifer Westfeldt, Maya Rudolph, Chris O'Dowd",2 nominations.,5600000,USA,17-Jul-12,Jennifer Westfeldt,"Comedy, Drama, Romance",English,55.0,"Two best friends decide to have a child together while keeping their relationship platonic, so they can avoid the toll kids can take on romantic relationships.",https://m.media-amazon.com/images/M/MV5BMTcyMDI2NjU2Ml5BMl5BanBnXkFtZTcwNjA4MzQzNw@@._V1_SX300.jpg,Roadside Attractions,R,16-Mar-12,TRUE,67,107,Friends with Kids,http://friendswithkids.com/,Jennifer Westfeldt,2011,tt1720616,6.2,38724,1281,-1.0
1281,"Steve Carell, Keira Knightley, Adam Brody, Connie Britton",3 nominations.,7100000,USA,23-Oct-12,Lorene Scafaria,"Adventure, Comedy, Drama",English,59.0,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",https://m.media-amazon.com/images/M/MV5BMTk4MDQ1NzE3N15BMl5BanBnXkFtZTcwMjA0MDkzNw@@._V1_SX300.jpg,Focus Features,R,22-Jun-12,TRUE,55,101,Seeking a Friend for the End of the World,http://www.SeekingAFriendMovie.com,Lorene Scafaria,2012,tt1307068,6.7,98413,1282,-1.0
1282,"Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Lee Tergesen",-1,6842058,USA,26-Mar-13,Marcus Dunstan,"Horror, Thriller",English,38.0,"A man who escapes from the vicious grips of the serial killer known as ""The Collector"" is then forced to help rescue an innocent girl from the killer's booby-trapped lair.",https://m.media-amazon.com/images/M/MV5BODQ0MDgzNDA0NV5BMl5BanBnXkFtZTcwNDM4MDQ1OA@@._V1_SX300.jpg,LD Entertainment,R,30-Nov-12,TRUE,37,82,The Collection,http://www.thecollectionmovie.com/,"Patrick Melton, Marcus Dunstan, Patrick Melton (characters), Marcus Dunstan (characters)",2012,tt1748227,6.1,40472,1283,-1.0
1283,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud",Won 1 Oscar. Another 77 wins & 103 nominations.,6700000,"Austria, France, Germany",20-Aug-13,Michael Haneke,"Drama, Romance","French, English",94.0,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,20-Sep-12,TRUE,93,127,Amour,http://sonyclassics.com/amour/,Michael Haneke (screenplay),2012,tt1602620,7.9,81680,1284,-1.0
1284,"Bill Murray, Laura Linney, Samuel West, Olivia Colman",Nominated for 1 Golden Globe. Another 1 win & 4 nominations.,6367780,UK,9-Apr-13,Roger Michell,"Biography, Comedy, Drama",English,55.0,"The story of the love affair between FDR and his distant cousin Margaret ""Daisy"" Suckley, centered around the weekend in 1939 when the King and Queen of the United Kingdom visited upstate New York.",https://m.media-amazon.com/images/M/MV5BNjU1MzU3Nzc4OF5BMl5BanBnXkFtZTcwOTk5NDI4Nw@@._V1_SX300.jpg,Focus Features,R,1-Feb-13,TRUE,38,94,Hyde Park on Hudson,http://focusfeatures.com/hyde_park_on_hudson,Richard Nelson,2012,tt1477855,5.9,10374,1285,-1.0
1285,"Anthony Hopkins, Helen Mirren, Scarlett Johansson, Danny Huston",Nominated for 1 Oscar. Another 4 wins & 28 nominations.,6002708,"USA, UK",12-Mar-13,Sacha Gervasi,"Biography, Drama",English,55.0,The relationship between Alfred Hitchcock and his wife Alma Reville during the filming of Psycho (1960) in 1959 is explored.,https://m.media-amazon.com/images/M/MV5BODAwNDI5NjIwN15BMl5BanBnXkFtZTcwNjc4ODc2OA@@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,14-Dec-12,TRUE,60,98,Hitchcock,http://www.hitchcockthemovie.com/,"John J. McLaughlin (screenplay), Stephen Rebello (book)",2012,tt0975645,6.8,66498,1286,-1.0
1286,"Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer",-1,5800000,USA,26-Feb-13,"Michael Apted, Curtis Hanson","Biography, Drama, Sport",English,45.0,"When young Jay Moriarity discovers that the mythic Mavericks surf break, one of the biggest waves on Earth, exists just miles from his Santa Cruz home, he enlists the help of local legend Frosty Hesson to train him to survive it.",https://m.media-amazon.com/images/M/MV5BMzc5MTU5MTk2OF5BMl5BanBnXkFtZTcwMzg3NjcxOA@@._V1_SX300.jpg,20th Century Fox,PG,26-Oct-12,TRUE,31,116,Chasing Mavericks,http://livelikejay.com/,"Kario Salem (screenplay), Jim Meenaghan (story), Brandon Hooper (story)",2012,tt1629757,7.2,28278,1287,-1.0
1287,"John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood",Nominated for 1 Oscar. Another 18 wins & 63 nominations.,5997134,USA,12-Feb-13,Ben Lewin,"Biography, Comedy, Drama",English,79.0,A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.,https://m.media-amazon.com/images/M/MV5BNzA5OTUxNDEwNF5BMl5BanBnXkFtZTcwMjczMjEzOA@@._V1_SX300.jpg,Fox Searchlight Pictures,R,16-Nov-12,TRUE,91,95,The Sessions,http://www.foxsearchlight.com/thesessions/,"Ben Lewin (written for the screen by), Mark O'Brien (article)",2012,tt1866249,7.2,39086,1288,-1.0
1288,"Will Ferrell, Diego Luna, Pedro ArmendÌÁriz Jr., Genesis Rodriguez",2 wins & 6 nominations.,5895238,"USA, Mexico",17-Jul-12,Matt Piedmont,"Comedy, Western","Spanish, English",52.0,"Scheming on a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.",https://m.media-amazon.com/images/M/MV5BODE1MDYzNjA0NF5BMl5BanBnXkFtZTcwNjY2MTgyNw@@._V1_SX300.jpg,Pantelion Films,R,11-May-12,TRUE,40,84,Casa de mi Padre,http://www.casademipadremovie.com/,"Andrew Steele, Eva Maria Peters (dubbing dialogue)",2012,tt1702425,5.5,18714,1289,-1.0
1289,"Mauricio Kuri, Adrian Alonso, RubÌ©n Blades, Catalina Sandino Moreno",2 wins & 9 nominations.,5669081,Mexico,11-Sep-12,Dean Wright,"Drama, History, War","Spanish, English",35.0,A chronicle of the Cristeros War (1926-1929); a war by the people of Mexico against the atheistic Mexican government.,https://m.media-amazon.com/images/M/MV5BM2E4NjJmYTktMTI0YS00ODJlLTg2Y2MtNGY5YTU4ZWIxM2UxXkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_SX300.jpg,Arc Entertainment,R,1-Jun-12,TRUE,21,145,For Greater Glory: The True Story of Cristiada,http://forgreaterglory.com/,Michael Love,2012,tt1566501,6.6,4030,1290,-1.0
1290,"Maggie Gyllenhaal, Viola Davis, Oscar Isaac, Holly Hunter",1 win & 3 nominations.,5308553,USA,15-Jan-13,Daniel Barnz,Drama,English,42.0,"Two determined motherså_, one a teacher, look to transform their children's failing inner city school. Facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NzUyMzYxOF5BMl5BanBnXkFtZTcwOTc4NzY5Nw@@._V1_SX300.jpg,20th Century Fox,PG,28-Sep-12,TRUE,33,121,Won't Back Down,http://wbdtoolkit.com/,"Brin Hill, Daniel Barnz",2012,tt1870529,6.4,5567,1291,-1.0
1291,"Rachel Hendrix, Jason Burkey, John Schneider, Jennifer Price",2 wins & 1 nomination.,5355847,USA,11-Sep-12,"Andrew Erwin, Jon Erwin",Drama,English,32.0,A college freshman's world is rocked when she learns she is the adopted survivor of a failed abortion.,https://m.media-amazon.com/images/M/MV5BMTczMjc5NDExMF5BMl5BanBnXkFtZTcwNjkwNTY0Nw@@._V1_SX300.jpg,IDP/Samuel goldwyn Films,PG-13,12-Apr-13,TRUE,23,107,October Baby,http://octoberbabymovie.net/,"Jon Erwin, Theresa Preston, Jon Erwin (story), Andrew Erwin (story), Theresa Preston (story), Cecil Stokes (story)",2011,tt1720182,6.8,6732,1292,-1.0
1292,"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill",1 nomination.,4700000,"USA, Germany",27-Nov-12,Todd Lincoln,"Horror, Thriller",English,18.0,A couple is haunted by a supernatural presence that is unleashed during a college experiment.,https://m.media-amazon.com/images/M/MV5BMTU5Mjk0Njk1OV5BMl5BanBnXkFtZTcwMTg4MzU4Nw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,24-Aug-12,TRUE,3,82,The Apparition,http://www.theapparitionmovie.com,Todd Lincoln,2012,tt1433822,4.1,17757,1293,-1.0
1293,"Jason Segel, Ed Helms, Susan Sarandon, Judy Greer",1 nomination.,4244155,USA,19-Jun-12,"Jay Duplass, Mark Duplass","Comedy, Drama",English,60.0,"Dispatched from his basement room on an errand for his widowed mother, slacker Jeff might discover his destiny (finally) when he spends the day with his unhappily married brother as he tracks his possibly adulterous wife.",https://m.media-amazon.com/images/M/MV5BMTgyNzQ0MjY5Ml5BMl5BanBnXkFtZTcwNDgyNzkyNw@@._V1_SX300.jpg,Paramount Vantage,R,11-May-12,TRUE,77,83,"Jeff, Who Lives at Home",http://www.JeffWhoLivesAtHome.com,"Jay Duplass, Mark Duplass",2011,tt1588334,6.5,59282,1294,-1.0
1294,"Ryan Schwartzman, Jennica Schwartzman, Paul Pesnell, Ben Benderlean",-1,-1,USA,-1,-1,Thriller,English,-1.0,"Following a smoothly executed job, small time crook discovers the heist has only just begun. Eight Goons. One score. No Honor Among Thieves.",http://ia.media-imdb.com/images/M/MV5BYjFlOWQyMWEtN2VhMi00OGJlLTg1MmMtM2RmYTMxMjU0ZGM2XkEyXkFqcGdeQXVyMTAzNjQzNDg@._V1_SX300.jpg,-1,-1,7-Feb-12,TRUE,-1,-1,Goon,-1,-1,2012ÛÒ,tt2327867,7.0,17,1295,1.0
1295,"Iko Uwais, Joe Taslim, Donny Alamsyah, Yayan Ruhian",6 wins & 12 nominations.,1200000,"Indonesia, France, USA",14-Aug-12,Gareth Evans,"Action, Thriller",Indonesian,73.0,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,https://m.media-amazon.com/images/M/MV5BZGIxODNjM2YtZjA5Mi00MjA5LTk2YjItODE0OWI5NThjNTBmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,Sony Pictures Classics,R,13-Apr-12,TRUE,86,101,The Raid: Redemption,http://www.theraidmovie.com,Gareth Evans,2011,tt1899353,7.6,168218,1296,-1.0
1296,"Aubrey Plaza, Lauren Carlos, Basil Harris, Mary Lynn Rajskub",7 wins & 18 nominations.,4007792,USA,30-Oct-12,Colin Trevorrow,"Comedy, Drama, Romance",English,72.0,Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.,https://m.media-amazon.com/images/M/MV5BOWU3ZDJmMTQtZjRiZi00MjQ5LWFlZjctYzhjMjRlZGJmMTY3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Film District,R,18-Oct-12,TRUE,90,86,Safety Not Guaranteed,http://www.safetynotguaranteedmovie.com/,Derek Connolly,2012,tt1862079,7.0,109488,1297,-1.0
1297,"Anthony L. Coleman, Diovanni Theresa Chapman, Juan Knowles, Jamal Cash",-1,44667095,USA,12-Feb-13,Anthony L. Coleman,Music,English,-1.0,Black is a big time South Florida drug dealer. He meets Nina and falls in love. His rival tries to take her away and makes the biggest mistake of his life. Black must choose between love ...,-1,The Weinstein Co.,-1,26-Mar-12,TRUE,85,112,Bully,http://thebullyproject.com,Anthony L. Coleman,2012,tt2353867,6.5,10,1298,-1.0
1298,"Henry Cavill, VerÌ_nica Echegui, Bruce Willis, Sigourney Weaver",2 nominations.,3700000,"USA, Spain",29-Jan-13,Mabrouk El Mechri,"Action, Thriller","English, Spanish",22.0,"After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.",https://m.media-amazon.com/images/M/MV5BMTQzODQ4NjAxMF5BMl5BanBnXkFtZTcwMzAwNjM0Nw@@._V1_SX300.jpg,Lionsgate Fi lms,PG-13,7-Sep-12,TRUE,5,93,The Cold Light of Day,http://www.thecoldlightofday.com/,"Scott Wiper, John Petro",2012,tt1366365,4.9,32158,1299,-1.0
1299,"Stephen 'Sugar' Segerman, Dennis Coffey, Mike Theodore, Dan DiMaggio",Won 1 Oscar. Another 39 wins & 30 nominations.,3100000,"Sweden, UK, Finland",22-Jan-13,Malik Bendjelloul,"Documentary, Biography, Music",English,79.0,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock n roller, Rodriguez.",https://m.media-amazon.com/images/M/MV5BMWYyMzgxNDQtMDI2Mi00NmMzLWI5MTAtMmUwNDg3Yjg3N2U3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,Sony Pictures Classics,PG-13,26-Jul-12,TRUE,94,86,Searching for Sugar Man,http://www.sonyclassics.com/searchingforsugarman/,"Malik Bendjelloul, Stephen 'Sugar' Segerman (article), Craig Bartholomew Strydom (article)",2012,tt2125608,8.2,56123,1300,-1.0
1300,"Travis Pastrana, Jolene Van Vugt, Tommy Passemante, Jim DeChamp",-1,3376905,USA,13-Nov-12,"Gregg Godfrey, Jeremy Rawle","Documentary, Action, Comedy",English,43.0,"Travis Pastrana and his tight-knit, highly-skilled, adrenaline-addicted friends bring their impossible, ridiculous, insane and hysterical adventures to the big screen for the first time.",https://m.media-amazon.com/images/M/MV5BMTM5NDM5ODEyN15BMl5BanBnXkFtZTcwOTk2NzcwOA@@._V1_SX300.jpg,Arc Entertainment,PG-13,8-Aug-12,TRUE,6,92,Nitro Circus: The Movie,http://nitrocircus.com/go/the-nitro-circus-3d-movie/,"Gregg Godfrey, Travis Pastrana, Jeremy Rawle",2012,tt1815852,6.7,5371,1301,-1.0
1301,"Taylor Schilling, Grant Bowler, Matthew Marsden, Edi Gathegi",1 win.,4563873,USA,8-Nov-11,Paul Johansson,"Drama, Mystery, Sci-Fi",English,28.0,Railroad executive Dagny Taggart and steel mogul Henry Rearden form an alliance to fight the increasingly authoritarian government of the United States.,https://m.media-amazon.com/images/M/MV5BMjQ1NDg3NjcxNl5BMl5BanBnXkFtZTgwODQ1MjU5OTE@._V1_SX300.jpg,Rocky Mountain Pictures,PG-13,15-Apr-11,TRUE,12,97,Atlas Shrugged: Part I,http://www.atlasshruggedpart1.com/,"Brian Patrick O'Toole (screenplay by), John Aglialoro (screenplay by), Ayn Rand (novel)",2011,tt0480239,5.7,12021,1302,-1.0
1302,"Marshall R. Teague, Jennifer O'Neill, Rusty Joiner, Fred Williamson",-1,3310439,USA,4-Dec-12,"Darrel Campbell, Kevin McAfee","Drama, War",English,11.0,"The son of a fallen soldier, years after his father's death, tries to reconnect with his grandfather, who is still grieving the loss of his child.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NjA1NTgzMl5BMl5BanBnXkFtZTcwNDk5MTQ0OA@@._V1_SX300.jpg,Rocky Mountain Pictures,PG,14-Sep-12,TRUE,0,101,Last Ounce of Courage,http://lastouncethemovie.com/,"Darrel Campbell (book), Darrel Campbell (story), Gina Headrick (story), Richard Headrick (book), Richard Headrick (story)",2012,tt2359137,4.1,1823,1303,-1.0
1303,"Frank Langella, James Marsden, Liv Tyler, Peter Sarsgaard",2 wins & 6 nominations.,3200000,USA,12-Feb-13,Jake Schreier,"Comedy, Crime, Drama",English,67.0,"Set in the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team.",https://m.media-amazon.com/images/M/MV5BMTUzMTE0NTk4Ml5BMl5BanBnXkFtZTcwNjQ1OTMwOA@@._V1_SX300.jpg,Samuel Goldwyn Films,PG-13,19-Sep-12,TRUE,86,89,Robot & Frank,http://robotandfrank-film.com/,Christopher Ford (screenplay),2012,tt1990314,7.1,57874,1304,-1.0
1304,"Steven Spielberg, Harrison Ford, George Lucas, Robert Watts",-1,-1,USA,-1,-1,Documentary,English,-1.0,"Behind the scenes footage, clips, outtakes and deleted scenes from Raiders of the Lost Ark (1981).",-1,-1,-1,18-Sep-12,TRUE,-1,58,On Set with 'Raiders of the Lost Ark',-1,-1,2012,tt2669040,6.5,17,1305,-1.0
1305,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,Celeste and Jesse Forever,-1,-1,2012,-1,-1.0,-1,1306,-1.0
1306,"Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Anupam Kher",13 wins & 19 nominations.,3323092,India,14-Jan-13,Yash Chopra,"Drama, Family, Romance",Hindi,-1.0,A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.,https://m.media-amazon.com/images/M/MV5BMTUyMzM5OTM5NF5BMl5BanBnXkFtZTcwNTIwMjA3OA@@._V1_SX300.jpg,Yash Raj Films,NOT RATED,13-Nov-12,TRUE,93,176,Jab Tak Hai Jaan,http://www.yashrajfilms.com/microsites/jthj/index.html,"Aditya Chopra (story and dialogue), Aditya Chopra (screenplay), Devika Bhagat (screenplay)",2012,tt2176013,6.8,46913,1307,-1.0
