Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,movie_id,totalSeasons
"Ed Koch, David Barr, Bob Rafsky, Jim Eigo",Nominated for 1 Oscar. Another 13 wins & 19 nominations.,"$122,665",USA,25-Feb-13,David France,"Documentary, History, News",7.6/10,English,86/100,86,The story of two coalitions -- ACT UP and TAG (Treatment Action Group) -- whose activism and innovation turned AIDS from a death sentence into a manageable condition.,https://m.media-amazon.com/images/M/MV5BMTg2NTEyNTE3NF5BMl5BanBnXkFtZTcwNjY3NzM0OA@@._V1_SX300.jpg,Sundance Selects,NOT RATED,8-Nov-13,TRUE,99%,110 min,How to Survive a Plague,movie,http://www.facebook.com/howtosurviveaplague,"David France, Woody Richman, Tyler H. Walk, Jonathan Oppenheim (story consultant), Jenny Raskin (story consultant), Stephen Winter (story consultant)",2012,tt2124803,7.6,"3,371",1483,
"Hani Furstenberg, Gael GarcÃ_a Bernal, Bidzina Gujabidze, Tali Pitakhelauri",4 wins & 6 nominations.,"&pound;128,519","USA, Germany",26-Feb-13,Julia Loktev,Thriller,5.5/10,"English, Georgian, Spanish",76/100,76,An engaged couple's backpacking trip in the Caucasus Mountains is derailed by a single misstep that threatens to undo everything the pair believed about each other and about themselves.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNjMyMDAwNl5BMl5BanBnXkFtZTcwMjcwNDQ1OA@@._V1_SX300.jpg,IFC Films,NOT RATED,3-Jan-13,TRUE,71%,113 min,The Loneliest Planet,movie,http://www.ifcfilms.com/films/the-loneliest-planet,"Tom Bissell (short story ""Expensive Trips Nowhere"" from the collection 'God Lives In St. Petersburg'), Mikhail Lermontov (excerpt from 'A Hero Of Our Time'), Julia Loktev",2011,tt1695405,5.5,"3,412",1484,
"Tristan Halilaj, Refet Abazi, Zana Hasaj, Erjon Mani",4 wins & 5 nominations.,"$119,683","USA, Albania, Denmark, Italy",16-Oct-12,Joshua Marston,Drama,6.9/10,Albanian,73/100,73,"An Albanian family is torn apart by a murder, resulting in a blood feud that makes eldest son Nik a prime target and forces his sister, eldest daughter Rudina, to leave school in order to take over the family business.",https://ia.media-imdb.com/images/M/MV5BMTQxMDcxNjU5NV5BMl5BanBnXkFtZTcwNDI5MjgyNw@@._V1_SX300.jpg,IFC Films,NOT RATED,17-Sep-11,TRUE,83%,109 min,The Forgiveness of Blood,movie,http://www.ifcfilms.com/films/the-forgiveness-of-blood,"Joshua Marston, Andamion Murataj",2011,tt1787127,6.9,"1,642",1485,
"Clive Alonzo, Don Berwick, Elizabeth Blackburn, Krystal Bracy",5 wins & 2 nominations.,"$97,316","USA, China, Germany",25-Feb-13,"Susan Froemke, Matthew Heineman","Documentary, News",7.2/10,English,67/100,67,An investigative documentary that uncovers the U.S. healthcare system's true design.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MDA1NDU1NV5BMl5BanBnXkFtZTcwMjYzNTYxOA@@._V1_SX300.jpg,Roadside Attractions,PG-13,5-Oct-12,TRUE,82%,95 min,Escape Fire: The Fight to Rescue American Healthcare,movie,http://www.escapefiremovie.com/,N/A,2012,tt2093109,7.2,459,1486,
"Helene Bergsholm, Malin BjÃ¸rhovde, Beate StÃ¸fring, Matias Myren",4 wins & 7 nominations.,"$65,324",Norway,16-Oct-12,Jannicke Systad Jacobsen,"Comedy, Romance",6.4/10,"Norwegian, English",70/100,70,"In Skoddeheimen, Norway, 15-year-old Alma is consumed by her hormones and fantasies that range from sweetly romantic images of Artur, the boyfriend she yearns for, to daydreams about practically everybody she lays eyes on.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1Nzk5OTk1NF5BMl5BanBnXkFtZTcwMjM0NDkwOA@@._V1_SX300.jpg,New Yorker Films,NOT RATED,19-Aug-11,TRUE,93%,76 min,"Turn Me On, Dammit!",movie,http://www.facebook.com/pages/Turn-Me-On-Dammit/118014451640925?sk=info,"Jannicke Systad Jacobsen, Olaug Nilssen (novel)",2011,tt1650407,6.4,"8,350",1487,
"Joel Murray, Tara Lynne Barr, Melinda Page Hamilton, Mackenzie Brooke Smith",5 nominations.,"$77,301",USA,3-Jul-12,Bobcat Goldthwait,"Comedy, Crime, Drama",7.2/10,English,56/100,56,"On a mission to rid society of its most repellent citizens, terminally ill Frank makes an unlikely accomplice in 16-year-old Roxy.",https://m.media-amazon.com/images/M/MV5BMTQwMTc1MzA4NF5BMl5BanBnXkFtZTcwNzQwMTgzNw@@._V1_SX300.jpg,Magnolia Pictures,R,31-May-12,TRUE,67%,105 min,God Bless America,movie,http://www.magnetreleasing.com/godblessamerica/,Bobcat Goldthwait,2011,tt1912398,7.2,"64,486",1488,
"Julia Dietze, Christopher Kirby, GÃ¶tz Otto, Udo Kier",4 wins & 2 nominations.,"$66,076","Finland, Germany, Australia",2-Oct-12,Timo Vuorensola,"Action, Comedy, Sci-Fi",5.9/10,"English, German",,N/A,The Nazis set up a secret base on the dark side of the moon in 1945 where they hide out and plan to return to power in 2018.,https://m.media-amazon.com/images/M/MV5BMTM2MDg5MzgxNF5BMl5BanBnXkFtZTcwODUzNjMxOA@@._V1_SX300.jpg,Entertainment One Pictures,R,4-Apr-12,TRUE,37%,93 min,Iron Sky,movie,http://www.ironsky.net/,"Jarmo Puskala (original concept), Johanna Sinisalo (based on a story by), Michael Kalesniko (screenplay by), Timo Vuorensola (screenplay by)",2012,tt1034314,5.9,"85,364",1489,
"Bailee Madison, Dusta Kimzey, Richard Levi, Drew Waters",3 wins & 2 nominations.,"$119,782",USA,2-Oct-12,Timothy Armstrong,"Adventure, Drama, Family",6.2/10,English,,N/A,A group of rodeo trick-riders recruits a young girl to join them.,https://ia.media-imdb.com/images/M/MV5BMTU5MjQ4NDY4Ml5BMl5BanBnXkFtZTcwODEyNDk2OA@@._V1_SX300.jpg,Samuel Goldwyn Films,PG,6-Jul-12,TRUE,,92 min,Cowgirls 'n Angels,movie,http://www.cowgirls-n-angels.com/,"Timothy Armstrong, Stephan Blinn",2012,tt1894561,6.2,"1,278",1490,
"Robert Pattinson, Uma Thurman, Kristin Scott Thomas, Christina Ricci",N/A,"$803,761","UK, Italy",7-Aug-12,"Declan Donnellan, Nick Ormerod","Drama, History, Romance",5.4/10,English,42/100,42,A chronicle of a young man's rise to power in Paris via his manipulation of the city's wealthiest and most influential women.,https://m.media-amazon.com/images/M/MV5BMTY4NzI0MDgxOF5BMl5BanBnXkFtZTcwODU4MDE2Nw@@._V1_SX300.jpg,Magnolia Pictures,R,9-Mar-12,TRUE,27%,102 min,Bel Ami,movie,http://belamifilm.com/,"Guy de Maupassant (novel), Rachel Bennette (screenplay)",2012,tt1440732,5.4,"16,678",1491,
"Nicholas Tse, Ching Wan Lau, Mi Yang, Boran Jing",4 wins & 18 nominations.,"$109,172","China, Hong Kong",N/A,Chi-Leung Law,"Action, Drama, Mystery",6.6/10,"Mandarin, Cantonese",65/100,65,"Son Donglu, a newly promoted detective teams up with Guo Zhui, fastest gunman in Tiancheng and Xiaowu, a novice policeman to investigate the mystery deaths in a bullet factory.",https://m.media-amazon.com/images/M/MV5BMTQyNTEyMzY1OF5BMl5BanBnXkFtZTcwNzE1MTEzOA@@._V1_SX300.jpg,China Lion,NOT RATED,14-Aug-12,TRUE,92%,108 min,The Bullet Vanishes,movie,http://www.bulletvanishes.com,"Chi-Leung Law, Sin Ling Yeung (original story), Sin Ling Yeung",2012,tt2106741,6.6,"1,664",1492,
"Bob Adcock, Tony Allen, Carmine Appice, Brian Auger",4 wins & 2 nominations.,"$65,379",USA,14-May-13,Jay Bulger,Documentary,7.7/10,English,78/100,78,Ginger Baker looks back on his musical career with Cream and Blind Faith; his introduction to Fela Kuti; his self-destructive patterns and losses of fortune; and his current life inside a fortified South African compound.,https://m.media-amazon.com/images/M/MV5BMjIwNDE5NjE2MV5BMl5BanBnXkFtZTcwNjY2ODc3OA@@._V1_SX300.jpg,Independent Films,NOT RATED,17-May-13,TRUE,98%,100 min,Beware of Mr. Baker,movie,http://bewareofmrbaker.com,Jay Bulger,2012,tt1931388,7.7,"2,841",1493,
"Ethan Hawke, Kristin Scott Thomas, Joanna Kulig, Samir Guesmi",2 nominations.,"$112,498","France, Poland, UK",18-Sep-12,Pawel Pawlikowski,"Drama, Mystery, Thriller",5.3/10,"English, French, Polish",57/100,57,"A college lecturer flees to Paris after a scandal costs him his job. In the City of Light, he meets a widow who might be involved in a series of murders.",https://m.media-amazon.com/images/M/MV5BMTc0MDE3MDgwNV5BMl5BanBnXkFtZTcwOTg3NTA5Nw@@._V1_SX300.jpg,ATO Pictures,R,16-Nov-11,TRUE,62%,84 min,The Woman in the Fifth,movie,http://womaninthefifth-movie.com/,"Douglas Kennedy (novel), Pawel Pawlikowski (screenplay)",2011,tt1605777,5.3,"5,328",1494,
"Donald Austin, Brendan Doogie Milewski, Craig Dougherty, Terrell Hardaway",1 win & 1 nomination.,"$111,256",USA,6-May-14,"Tom Putnam, Brenna Sanchez",Documentary,7.5/10,English,82/100,82,A documentary about Detroit told through the eyes of firefighters charged with the thankless task of saving a city that many have written off as dead.,https://m.media-amazon.com/images/M/MV5BMjExNTY2NDE2MV5BMl5BanBnXkFtZTcwNTI3MjA1OA@@._V1_SX300.jpg,Area 23a,NOT RATED,22-Apr-12,TRUE,100%,86 min,Burn,movie,http://www.detroitfirefilm.org/,N/A,2012,tt1781784,7.5,646,1495,
Yonathan Netanyahu,1 win & 1 nomination.,"$112,679",USA,4-Dec-12,"Jonathan Gruber, Ari Daniel Pinchot",Documentary,6.5/10,English,58/100,58,"The story of Yonatan Netanyahu, commander of an elite Israeli army commando unit who was killed during Operation Entebbe, a hostage-rescue mission carried out at Entebbe Airport in Uganda ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNTk2NDg0OF5BMl5BanBnXkFtZTcwNzc4Mzg2Nw@@._V1_SX300.jpg,International Film Circuit,UNRATED,4-May-12,TRUE,50%,87 min,Follow Me: The Yoni Netanyahu Story,movie,http://followmethemovie.com/,Jonathan Gruber,2012,tt2062961,6.5,139,1496,
N/A,1 win & 2 nominations.,"$94,621",USA,23-Oct-12,"Alex Dawson, Greg Gricus","Documentary, Western",7.5/10,English,55/100,55,"A handful of unforgettable characters set out on a 100-day quest to tame a totally wild mustang for a Texas competition in this stunning and poignant documentary. Among them: Charles, a ...",https://ia.media-imdb.com/images/M/MV5BMTYyNTg3MjMwMF5BMl5BanBnXkFtZTcwNTUzNTEzOQ@@._V1_SX300.jpg,Screen Media Ventures,PG,1-May-11,TRUE,88%,106 min,"Wild Horse, Wild Ride",movie,http://www.wildhorsewildride.com,N/A,2011,tt2113113,7.5,195,1497,
"Charles S. Dutton, Katt Williams, Vanessa Bell Calloway, Toneey Acevedo",N/A,"$110,251",USA,N/A,Charles S. Dutton,"Comedy, Drama",2.0/10,English,,N/A,"A serious health scare ignites John Thomas, an insurance salesman in his 50s, to take a closer look at his life. Motivated by a misguided obsession with getting Barack Obama elected, John ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NDYxMjI0MV5BMl5BanBnXkFtZTcwOTE1NTQwOA@@._V1_SX300.jpg,Arc Entertainment,PG-13,13-Jul-12,TRUE,,85 min,The Obama Effect,movie,http://www.obamaeffectmovie.com,"Charles S. Dutton, Barry Hankerson, Samuel Z. Jean, Sidra Smith, Celeste Walker",2012,tt2207006,2,366,1498,
"Jenny Austin, Brandon Oakley, Oliver Riera, Taina Riera",N/A,"&pound;107,721",USA,26-Jun-12,"Nick Karner, Oliver Riera","Short, Comedy",,English,,N/A,N/A,N/A,Variance Films,N/A,13-Oct-12,TRUE,48%,4 min,The Perfect Family,movie,http://www.theperfectfamilymovie.com,Oliver Riera,2012,tt2458546,N/A,N/A,1499,
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Movie not found!,N/A,N/A,5 Broken Cameras,N/A,N/A,N/A,2012,N/A,N/A,N/A,1500,
"Melanie Lynskey, Blythe Danner, John Rubinstein, Sara Chase",1 win & 2 nominations.,"$83,814",USA,4-Feb-13,Todd Louiso,"Comedy, Drama, Romance",6.2/10,English,62/100,62,"Circumstances force a young divorcÃ©e to move back in with her parents in suburban Connecticut, where an affair with a younger guy rejuvenates her passion for life",https://ia.media-imdb.com/images/M/MV5BMzkzMDc0Nzg5OF5BMl5BanBnXkFtZTcwMDU0MzAyOA@@._V1_SX300.jpg,Oscilloscope Pictures,R,31-Jan-13,TRUE,75%,95 min,Hello I Must Be Going,movie,http://hello.oscilloscope.net/,Sarah Koskoff,2012,tt2063666,6.2,"5,205",1501,
"Adrian Schemm, Austin Chandra, Jim Fath, Chanley Gledhill",N/A,N/A,USA,N/A,Danny Zeff,"Short, Comedy",9.2/10,English,,N/A,A young boy takes interest in a female classmate who enjoys eating peanut butter.,https://ia.media-imdb.com/images/M/MV5BYWRlZWY3ZmUtYTRhMi00YzZiLWI1MmItMDkzYTUwNDU2NmUyXkEyXkFqcGdeQXVyMjQzODE2MjQ@._V1_SX300.jpg,N/A,N/A,14-May-12,TRUE,,10 min,Peanut Butter Girl,movie,N/A,Rachel Pearl,2012,tt2149820,9.2,9,1502,
"Morgan Freeman, Kenan Thompson, Virginia Madsen, Emma Fuhrmann",1 nomination.,"$66,433",USA,18-Sep-12,Rob Reiner,"Comedy, Drama",7.0/10,English,46/100,46,"Monty Wildhorn, an alcoholic novelist of Westerns, has lost his drive. His nephew pushes him to summer in quiet Belle Isle. He begrudgingly befriends a newly single mom and her 3 girls who help him find the inspiration to write again.",https://m.media-amazon.com/images/M/MV5BMTg4NTAwODIxM15BMl5BanBnXkFtZTcwNzg5MTY2Nw@@._V1_SX300.jpg,Magnolia Pictures,PG,6-Jul-12,TRUE,30%,109 min,The Magic of Belle Isle,movie,http://www.magpictures.com/themagicofbelleisle/,Guy Thomas,2012,tt1839654,7,"15,681",1503,
"Anders Danielsen Lie, Malin CrÃ©pin, Aksel Thanke, Hans Olav Brenner",19 wins & 16 nominations.,"$62,068",Norway,18-Sep-12,Joachim Trier,Drama,7.7/10,"Norwegian, English",84/100,84,"One day in the life of Anders, a young recovering drug addict, who takes a brief leave from his treatment center to interview for a job and catch up with old friends in Oslo.",https://m.media-amazon.com/images/M/MV5BMTM5ODEwOTM0OV5BMl5BanBnXkFtZTcwOTQ3NzI3Nw@@._V1_SX300.jpg,Strand Releasing,NOT RATED,31-Aug-11,TRUE,97%,95 min,"Oslo, August 31st",movie,http://www.facebook.com/Oslo31august,"Pierre Drieu La Rochelle (novel), Joachim Trier, Eskil Vogt",2011,tt1736633,7.7,"16,453",1504,
"James Howson, Solomon Glave, Paul Hilton, Shannon Beer",6 wins & 9 nominations.,"$70,665",UK,23-Apr-13,Andrea Arnold,"Drama, Romance",6.1/10,English,70/100,70,"A poor boy of unknown origins is rescued from poverty and taken in by the Earnshaw family where he develops an intense relationship with his young foster sister, Cathy.",https://m.media-amazon.com/images/M/MV5BNjg5NDM2MjA3OV5BMl5BanBnXkFtZTcwOTE0MzA1OA@@._V1_SX300.jpg,Oscilloscope Pictures,NOT RATED,11-Nov-11,TRUE,68%,129 min,Wuthering Heights,movie,http://www.oscilloscope.net/wutheringheights/,"Andrea Arnold (screenplay), Olivia Hetreed (screenplay), Olivia Hetreed (screen story), Emily BrontÃ« (novel)",2011,tt1181614,6.1,"8,192",1505,
"Jiiva, Narain, Nassar, Pooja Hegde",2 nominations.,"&pound;101,911",India,N/A,Myshkin,"Action, Drama",5.0/10,"Tamil, Telugu",,N/A,"A hopeless young man uses his ""Kung-fu"" skills and mask to tackle a bank robbery group without revealing his identity.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzExODc2OTMwOV5BMl5BanBnXkFtZTcwMDEzOTY0OA@@._V1_SX300.jpg,UTV Motion Pictures,NOT RATED,31-Aug-12,TRUE,,150 min,Mugamoodi,movie,http://www.facebook.com/utvmotionpictures,Myshkin,2012,tt2367996,5,672,1506,
"Calvin Reeder, Lane Hughes, Kentucker Audley, Adam Wingard",5 nominations.,"$68,296",USA,4-Dec-12,"Matt Bettinelli-Olpin, David Bruckner, Tyler Gillett, Justin Martinez, Glenn McQuaid, Radio Silence, Joe Swanberg, Chad Villella, Ti West, Adam Wingard","Horror, Thriller",5.8/10,English,55/100,55,"When a group of misfits are hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.",https://m.media-amazon.com/images/M/MV5BMTUwODAxMzMwNF5BMl5BanBnXkFtZTcwMTk3MTQ5Nw@@._V1_SX300.jpg,Magnolia Pictures,R,6-Sep-12,TRUE,56%,116 min,V/H/S,movie,http://www.facebook.com/VHSfilm,"Brad Miska (concept), Simon Barrett, David Bruckner, Nicholas Tecosky, Ti West, Glenn McQuaid, Simon Barrett, Radio Silence, Matt Bettinelli-Olpin, Tyler Gillett, Justin Martinez, Chad Villella",2012,tt2105044,5.8,"51,009",1507,
"Stephen Boss, Cameron Goodman",N/A,,USA,,N/A,N/A,5.2/10,English,,N/A,N/A,N/A,,N/A,7-Aug-12,TRUE,,N/A,Ds2dio 360,series,,N/A,2012â€“,tt2490150,5.2,6,1508,N/A
"Randy Wayne, John Schneider, Rosanna Arquette, Sean Michael Afable",N/A,"$96,734",USA,N/A,Johnny Remo,"Action, Drama",5.6/10,English,,N/A,Caleb (Randy Wayne) is a young skater whose ill mother (Rosanna Arquette) and absent father (John Schneider) leave him reaching for the only hope he has -- becoming a sponsored skater. ...,https://m.media-amazon.com/images/M/MV5BMTYwNzE4ODc1NF5BMl5BanBnXkFtZTcwMjU3MzM3Nw@@._V1_SX300.jpg,Rocky Mountain Pictures,PG-13,1-Jun-12,TRUE,,112 min,Hardflip,movie,http://www.hardflipmovie.com/,"Daniel Backman, Johnny Remo",2012,tt1907639,5.6,665,1509,
"Lola CrÃ©ton, Sebastian Urzendowsky, Magne-HÃ¥vard Brekke, ValÃ©rie Bonneton",1 win & 2 nominations.,"$42,153","France, Germany",25-Sep-12,Mia Hansen-LÃ¸ve,"Drama, Romance",6.6/10,"French, German, Danish, English",80/100,80,"A chronicle of the romance between Camille and Sullivan, which begins during their adolescence and picks up after Sullivan's 8-year absence from exploring the world.",https://m.media-amazon.com/images/M/MV5BMjY1MjY4NTgyN15BMl5BanBnXkFtZTcwNDEzMzU2Nw@@._V1_SX300.jpg,IFC Films,NOT RATED,6-Jul-11,TRUE,81%,110 min,Goodbye First Love,movie,http://www.ifcfilms.com/films/goodbye-first-love,Mia Hansen-LÃ¸ve (screenplay),2011,tt1618447,6.6,"4,172",1510,
N/A,N/A,N/A,N/A,N/A,Helena Long,"Documentary, Short, Adventure, Drama, News",N/A,N/A,N/A,N/A,"When a modern road brings 21st century changes to remote Nepal, what will the effect be on the young Buddhist nuns and their education, the older generation, the upcoming generation, and the centuries old Buddhist culture and traditions?",N/A,N/A,N/A,15-Apr-12,TRUE,N/A,18 min,The Road,movie,N/A,"Helena Long, Helena Long",2012,tt2294252,N/A,N/A,1511,
"Dree Hemingway, Boonee, Stella Maeve, Sheri Vecchio",5 wins & 6 nominations.,"$59,014","USA, UK",7-May-13,Sean Baker,Drama,6.8/10,English,74/100,74,An unlikely friendship forms between twenty-one-year-old Jane and the elderly Sadie after Jane discovers a hidden stash of money inside an object at Sadie's yard sale.,https://m.media-amazon.com/images/M/MV5BMzI5NTI3MjYyNl5BMl5BanBnXkFtZTcwNTg1NjQ2OA@@._V1_SX300.jpg,Music Box Films,NOT RATED,9-May-13,TRUE,88%,103 min,Starlet,movie,http://www.musicboxfilms.com/starlet-movies-44.php,"Sean Baker, Chris Bergoch",2012,tt2035630,6.8,"5,907",1512,
"Marina Abramovic, Ulay, Klaus Biesenbach, David Balliano",6 wins & 9 nominations.,"$40,344",USA,16-Oct-12,"Matthew Akers, Jeff Dupre(co-director)","Documentary, Biography, History",7.9/10,English,74/100,74,A documentary that follows the Serbian performance artist as she prepares for a retrospective of her work at The Museum of Modern Art in New York.,https://ia.media-imdb.com/images/M/MV5BMTQ3NTA4MjA4MV5BMl5BanBnXkFtZTcwOTE0MTE5Nw@@._V1_SX300.jpg,Music Box Films,NOT RATED,5-Jul-12,TRUE,96%,106 min,Marina Abramovic: The Artist Is Present,movie,http://marinafilm.com/,N/A,2012,tt2073029,7.9,"4,932",1513,
"Bassam Aramin, Rami Elhanan",N/A,N/A,"Israel, Palestine",N/A,Shelley Hermon,"Documentary, History, News",6.2/10,"Hebrew, Arabic",,N/A,"Bassam and Rami, a Palestinian and Israeli, were once dedicated fighters willing to kill and be killed by one another for the sake of their nations. Yet each one of them came face to face ...",N/A,N/A,N/A,20-Sep-12,TRUE,,74 min,Within the Eye of the Storm,movie,N/A,"Yosi Artzi, Shelley Hermon",2012,tt2071654,6.2,5,1514,
"Andrew Breitbart, Orson Bean, Dick Armey, Michele Bachmann",N/A,"&pound;81,432",USA,20-May-13,Andrew Marcus,Documentary,6.9/10,English,29/100,29,"One man with a website who forever changed the media paradigm, upending the traditional press and changing the ground rules of political journalism.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3ODE4MDQzOF5BMl5BanBnXkFtZTcwNjgzODg1OA@@._V1_SX300.jpg,Rocky Mountain Pictures,PG-13,19-Oct-12,TRUE,0%,85 min,Hating Breitbart,movie,http://www.hatingbreitbart.com/,Andrew Marcus,2012,tt2400336,6.9,398,1515,
"Junot Diaz, Luis Enrique, Juan Gonzalez, Maria Hinojosa",1 win & 1 nomination.,N/A,USA,N/A,"Peter Getzels, Eduardo Lopez","Documentary, History",7.7/10,English,66/100,66,A powerful documentary that exposes the direct connection between the long history of U.S. intervention in Latin America and the immigration crisis we face today. From the territorial ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2ODM5NTcyMl5BMl5BanBnXkFtZTcwMDI5Mjc5OA@@._V1_SX300.jpg,Independent Pictures,N/A,28-Sep-12,TRUE,86%,90 min,Harvest of Empire,movie,http://harvestofempireonline.com/,N/A,2012,tt2072987,7.7,120,1516,
"Balls, Budda, Buddy, Derek Curl",N/A,N/A,USA,N/A,N/A,"Documentary, Short",N/A,English,N/A,N/A,N/A,N/A,N/A,NOT RATED,24-Apr-12,TRUE,N/A,7 min,The Innkeepers: Behind the Scenes,movie,N/A,N/A,2012,tt2348492,N/A,N/A,1517,
"Lauren Baker, Bianca Batti, Rachelle Fons, Christina Liu",N/A,N/A,USA,N/A,Sean Dejecacion,"Short, Fantasy",N/A,English,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,N/A,7 min,This Is Not a Film De Femme,movie,N/A,"Bianca Batti, Sean Dejecacion",2012,tt2742240,N/A,N/A,1518,
Mohamed Nasheed,3 wins & 3 nominations.,"$75,233",USA,13-Nov-12,Jon Shenk,Documentary,7.3/10,English,72/100,72,"After bringing democracy to his country, President Mohamed Nasheed of the Maldives, the lowest-lying country in the world, takes up the fight to keep his homeland from disappearing under the sea.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTEwMzgwMjI4OV5BMl5BanBnXkFtZTcwNDM0NzIzNw@@._V1_SX300.jpg,Samuel Goldwyn Films,PG,30-Mar-12,TRUE,98%,101 min,The Island President,movie,http://theislandpresident.com/,N/A,2011,tt1990352,7.3,"1,078",1519,
